aib_ID,aib_FirstName,aib_LastName,aib_Email,aib_Phone,aib_Age,aib_YearsExperience,aib_AnnualIncome,aib_PostCode,aib_FamilySize,aib_FamilyStatus,aib_AverageMonthlySpend,aib_EducationLevel,aib_OutstandingMortgage,aib_Job,aib_HasLoanAccount,aib_HasDepositAccount,aib_HasCDAccount,aib_HasCreditCard,aib_RegisteredOnline,aib_LoanApproved
CustId_1392,Mable,Greer,m.greer@tailspintoys.com,591-555-0147,61,15,120745,82348,1,Single,8515,Bachelors,682862,Chiropractor,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_1393,Eunice,Wheeler,e.wheeler@vanarsdelltd.com,645-555-0131,27,30,12784,61696,4,Married,8148,Professional,329000,Psychotherapist & dance movement,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_1394,Yolanda,Irwin,y.irwin@wingtiptoys.com,789-555-0110,60,5,144725,36525-0052,3,Married,3497,Diploma,63021,Police officer,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CustId_1395,Ismael,Wickham,i.wickham@adatum.com,508-555-0117,46,17,143952,01390-2740,1,Single,2807,Masters,548404,Media buyer,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1396,Susanne,Whitehead,s.whitehead@adventure-works.com,522-555-0142,57,31,195860,57504-2960,1,Single,5773,High School,390234,Government social research officer,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_1397,Rosalyn,Lopez,r.lopez@alpineskihouse.com,616-555-0191,36,9,102911,29378-3875,1,Single,232,Bachelors,505486,Fish farm manager,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_1398,Dolly,Mosley,d.mosley@bellowscollege.com,714-555-0126,29,13,160990,20262,5,Married,8308,Professional,28423,Town planner,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1399,Rose,Nguyen,r.nguyen@bestforyouorganics.com,509-555-0139,22,22,160672,88317-0301,5,Married,2666,Bachelors,686278,Administrator,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1400,Alton,Bozeman,a.bozeman@adatum.com,559-555-0180,69,8,197224,03216-8301,1,Single,3957,Bachelors,291662,Trade union research officer,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
CustId_1401,Luella,Hardy,l.hardy@adventure-works.com,429-555-0191,24,22,168108,39038-7812,1,Single,7026,High School,345498,Operational investment banker,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CustId_1402,Kasey,Francis,k.francis@alpineskihouse.com,682-555-0131,22,2,24712,58732-7447,4,Married,2420,Diploma,522067,Retail manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_1403,Lorie,Garza,l.garza@bellowscollege.com,636-555-0131,35,29,167090,44173-6234,4,Married,2727,Bachelors,587435,Editor & magazine features,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1404,Wilson,Keyser,w.keyser@bestforyouorganics.com,411-555-0129,58,39,41282,83235-8167,2,Married,6442,Associate,422331,Accountant & chartered public finance,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
CustId_1405,Gene,Strom,g.strom@fabrikam.com,618-555-0136,69,33,101255,5562,2,Married,476,Diploma,589538,Quarry manager,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1406,Keith,Ledet,k.ledet@fourthcoffee.com,624-555-0109,68,12,56193,13044-0164,1,Single,4275,Masters,180299,Location manager,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_1407,Joel,Novotny,j.novotny@lamnahealtcare.com,513-555-0129,26,33,77502,4484,4,Married,3057,Diploma,617001,Mental health nurse,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1408,Rudolph,Barringer,r.barringer@margiestravel.com,679-555-0112,45,10,167661,00066-2895,2,Married,3856,High School,546137,Immigration officer,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1409,Devon,Segal,d.segal@nodpublishers.com,783-555-0169,51,27,143323,51343-1888,1,Single,4561,Associate,58388,Estate agent,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1410,Elsie,Ellison,e.ellison@proseware.com,722-555-0204,65,11,38968,30196-3243,3,Married,2767,Associate,44800,Chief Operating Officer,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1411,Dora,Patterson,d.patterson@relecloud.com,420-555-0148,47,10,102237,30701,5,Married,6775,High School,53768,Illustrator,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CustId_1412,Tracey,Perez,t.perez@tailspintoys.com,791-555-0188,39,5,36308,13069,5,Married,1971,High School,136202,Regulatory affairs officer,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1413,Mona,Madden,m.madden@vanarsdelltd.com,441-555-0124,45,33,84921,58885-4911,2,Married,246,Bachelors,553949,Chief Strategy Officer,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_1414,Murray,Pettway,m.pettway@wingtiptoys.com,625-555-0150,48,4,105697,77631-7611,2,Married,8625,Diploma,110349,Speech and language therapist,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_1415,Lorrie,Franklin,l.franklin@adatum.com,668-555-0183,65,6,26642,50463-6006,2,Married,6693,Doctrate,152856,Call centre manager,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CustId_1416,Dustin,Liddell,d.liddell@adventure-works.com,681-555-0200,37,11,118919,69070,1,Single,5666,Bachelors,202637,Homeopath,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1417,Courtney,McKee,c.mckee@alpineskihouse.com,641-555-0160,35,27,155959,35618,1,Single,1203,Doctrate,354581,Pilot & airline,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
CustId_1418,Cathryn,Pickett,c.pickett@bellowscollege.com,744-555-0159,26,22,107518,91467,4,Married,4760,Masters,459400,Private music teacher,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_1419,Wilson,Conger,w.conger@bestforyouorganics.com,545-555-0162,29,24,123197,02760-6999,4,Married,4746,Doctrate,656120,Surgeon,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1420,Sandra,Gay,s.gay@fabrikam.com,664-555-0134,45,13,9228,57136,2,Married,2929,Diploma,120695,Software engineer,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1421,Orville,Leake,o.leake@fourthcoffee.com,738-555-0113,32,39,174758,06448-7739,4,Married,9277,Diploma,681623,Producer & television/film/video,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_1422,Brigitte,Hobbs,b.hobbs@lamnahealtcare.com,530-555-0111,56,3,81449,06990-5980,3,Married,8582,Diploma,440078,Aid worker,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1423,Beau,Hylton,b.hylton@margiestravel.com,764-555-0183,44,37,10140,10763,1,Single,8315,Associate,254903,Technical author,FALSE,TRUE,FALSE,TRUE,TRUE,
CustId_1424,Ivy,Beach,i.beach@nodpublishers.com,550-555-0158,52,14,157394,76707,1,Single,5116,High School,180448,Fisheries officer,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CustId_1425,Melva,Sloan,m.sloan@proseware.com,601-555-0133,62,20,197506,15396,5,Married,5195,Bachelors,41381,Futures trader,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CustId_1426,Deloris,Mueller,d.mueller@relecloud.com,400-555-0175,50,9,157163,53098-7480,3,Married,2915,Bachelors,128266,Risk analyst,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_1427,Aileen,Aguirre,a.aguirre@tailspintoys.com,661-555-0108,52,36,196605,69348,4,Married,1659,High School,142271,Visual merchandiser,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_1428,Corinne,Nunez,c.nunez@vanarsdelltd.com,773-555-0175,70,29,143868,71310,1,Single,8810,High School,220578,Hospital pharmacist,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1429,Katrina,McKinney,k.mckinney@wingtiptoys.com,527-555-0138,34,17,58561,13906-6766,1,Single,5012,Masters,425555,Clinical embryologist,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CustId_1430,Aisha,Newton,a.newton@adatum.com,581-555-0105,27,4,116167,05449-5749,1,Single,7723,Associate,633592,Therapist & drama,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_1431,Iris,Pope,i.pope@adventure-works.com,536-555-0144,51,9,132634,96134-6123,2,Married,9772,Masters,268332,Designer & industrial/product,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1432,Antoine,Lauer,a.lauer@alpineskihouse.com,610-555-0174,41,15,113103,28139,4,Married,6185,Masters,114644,Chief Marketing Officer,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1433,Francisco,Worsham,f.worsham@bellowscollege.com,582-555-0133,37,19,190328,33749-6841,3,Married,1575,Professional,237654,Programmer & applications,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1434,Sonja,Arnold,s.arnold@bestforyouorganics.com,700-555-0119,21,11,36565,27511,1,Single,8165,Masters,251026,Editor & commissioning,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1435,Bennie,Stoker,b.stoker@fabrikam.com,674-555-0143,39,22,131284,49093,4,Married,6627,High School,587337,Historic buildings inspector/conservation officer,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_1436,Jesse,Overby,j.overby@fourthcoffee.com,594-555-0150,29,27,112500,09758-7907,1,Single,8620,Associate,176627,Research scientist (physical sciences),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1437,Jon,Dortch,j.dortch@lamnahealtcare.com,416-555-0135,33,5,170503,60377-9904,3,Married,4106,Professional,11631,Chiropodist,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1438,Mike,Bui,m.bui@margiestravel.com,563-555-0122,56,2,171507,5107,1,Single,5287,Professional,619192,Records manager,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
CustId_1439,Corinne,Myers,c.myers@nodpublishers.com,408-555-0132,53,24,16903,83778,1,Single,6735,Bachelors,402182,Print production planner,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1440,Janna,Clements,j.clements@proseware.com,793-555-0117,43,9,155522,76945,5,Married,2155,Associate,486869,Midwife,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1441,Desmond,Benefield,d.benefield@relecloud.com,791-555-0108,69,15,136813,23618,5,Married,4546,Masters,121416,Horticulturist & amenity,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_1442,Ronda,Morin,r.morin@tailspintoys.com,615-555-0189,63,38,135792,83342,1,Single,1607,Diploma,136360,Clinical cytogeneticist,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_1443,Russell,Guido,r.guido@vanarsdelltd.com,746-555-0159,48,26,165911,41393,1,Single,3720,Doctrate,418598,Therapist & sports,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_1444,Muriel,Cherry,m.cherry@wingtiptoys.com,686-555-0107,56,17,122223,38891,5,Married,7008,Associate,517422,Designer & ceramics/pottery,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1445,Terence,Foret,t.foret@adatum.com,561-555-0115,31,7,88800,86266,1,Single,6311,Bachelors,265776,Print production planner,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CustId_1446,Jayne,Stuart,j.stuart@adventure-works.com,586-555-0154,36,28,96542,51940-5261,1,Single,650,Associate,205969,IT consultant,FALSE,TRUE,FALSE,TRUE,TRUE,
CustId_1447,Lois,Key,l.key@alpineskihouse.com,627-555-0138,54,40,142376,38588-6075,1,Single,5303,Bachelors,686858,Barrister's clerk,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1448,Lewis,Bartels,l.bartels@bellowscollege.com,687-555-0146,68,8,193662,39621,1,Single,1100,Associate,446795,Civil Service administrator,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1449,Ruthie,Coffey,r.coffey@bestforyouorganics.com,403-555-0156,34,5,71140,49066,1,Single,1795,Doctrate,112354,Recruitment consultant,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_1450,Freddy,Nall,f.nall@fabrikam.com,540-555-0155,45,34,155313,92647-6794,1,Single,6076,Masters,87267,Land,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1451,Aimee,Berry,a.berry@fourthcoffee.com,553-555-0129,39,26,131507,57576,1,Single,3420,Doctrate,58651,Dietitian,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_1452,Bridget,Joyner,b.joyner@lamnahealtcare.com,757-555-0113,46,23,64553,30406,1,Single,9456,Professional,258998,Dramatherapist,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_1453,Sofia,Petersen,s.petersen@margiestravel.com,470-555-0187,47,13,147552,21863-1676,1,Single,7698,High School,500940,Publishing rights manager,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1454,George,Pinkney,g.pinkney@nodpublishers.com,757-555-0201,26,24,161961,45884-1583,2,Married,6445,Professional,350917,Radiographer & diagnostic,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_1455,Alphonso,McConnell,a.mcconnell@proseware.com,564-555-0167,34,40,11380,82342,2,Married,4308,Masters,243246,Journalist & magazine,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CustId_1456,Kelvin,Bilodeau,k.bilodeau@relecloud.com,791-555-0109,51,18,16421,66140-6073,2,Married,7764,Doctrate,38407,Agricultural consultant,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1457,Elisabeth,Reyes,e.reyes@tailspintoys.com,674-555-0121,65,28,98391,55314,2,Married,792,High School,501650,Writer,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CustId_1458,Eve,Fitzgerald,e.fitzgerald@vanarsdelltd.com,557-555-0165,52,36,72591,43309,1,Single,8344,Diploma,294975,Commissioning editor,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_1459,Vicki,Middleton,v.middleton@wingtiptoys.com,682-555-0171,31,8,76818,75905-9074,1,Single,5341,Bachelors,418733,Investment analyst,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CustId_1460,Christi,Cain,c.cain@adatum.com,668-555-0164,37,10,93299,12959-5321,1,Single,5953,Doctrate,151426,Dramatherapist,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CustId_1461,Willie,Abbott,w.abbott@adventure-works.com,414-555-0180,62,32,134270,63980-7506,4,Married,8245,Professional,487479,Scientist & research (physical sciences),FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1462,Angelina,Garcia,a.garcia@alpineskihouse.com,641-555-0119,37,20,165270,71646,1,Single,6959,High School,549204,Interior and spatial designer,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1463,Catalina,Craig,c.craig@bellowscollege.com,581-555-0197,68,15,55859,60756,4,Married,9217,Professional,349676,Local government officer,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1464,Clyde,Broadnax,c.broadnax@bestforyouorganics.com,416-555-0162,20,3,116014,82342,2,Married,5904,High School,658161,Diagnostic radiographer,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CustId_1465,Araceli,Collins,a.collins@fabrikam.com,415-555-0161,42,26,66837,47440,1,Single,5718,Doctrate,666347,Forensic psychologist,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
CustId_1466,Willie,Davis,w.davis@fourthcoffee.com,406-555-0195,31,37,174402,43014-7293,1,Single,7667,Associate,626177,Theatre stage manager,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_1467,Sue,Simmons,s.simmons@lamnahealtcare.com,614-555-0136,20,9,179849,70972-6434,1,Single,4355,High School,325752,Corporate investment banker,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1468,Laurence,McGowan,l.mcgowan@margiestravel.com,794-555-0121,42,29,25382,71572,1,Single,2458,High School,79046,Microbiologist,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_1469,Georgia,Jordan,g.jordan@nodpublishers.com,705-555-0130,36,28,127585,58126,1,Single,1087,Professional,566703,Operational investment banker,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1470,Jared,Raynor,j.raynor@proseware.com,642-555-0202,30,32,110644,49061,2,Married,77,Associate,312391,Fast food restaurant manager,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_1471,Glen,Reuter,g.reuter@relecloud.com,747-555-0139,20,27,12812,88870-0980,1,Single,536,Diploma,200883,Communications engineer,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
CustId_1472,Mable,Greer,m.greer@tailspintoys.com,591-555-0148,26,0,100502,12818,4,Married,7806,Professional,280214,Tour manager,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1473,Eunice,Wheeler,e.wheeler@vanarsdelltd.com,645-555-0132,44,12,155159,18064,2,Married,3219,Diploma,27714,Games developer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
CustId_1474,Yolanda,Irwin,y.irwin@wingtiptoys.com,789-555-0111,29,24,127965,44133,1,Single,4355,Associate,454071,Engineer & land,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1475,Ismael,Wickham,i.wickham@adatum.com,508-555-0118,54,21,199792,09985-8894,1,Single,7741,Diploma,166714,Engineer & aeronautical,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_1476,Susanne,Whitehead,s.whitehead@adventure-works.com,522-555-0143,43,18,75667,70505-5512,1,Single,849,High School,384647,Agricultural consultant,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_1477,Rosalyn,Lopez,r.lopez@alpineskihouse.com,616-555-0192,65,37,74647,98557-1314,5,Married,8302,Bachelors,446867,Corporate investment banker,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1478,Dolly,Mosley,d.mosley@bellowscollege.com,714-555-0127,62,40,69668,98648,2,Married,8970,Bachelors,583919,Chief Operating Officer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
CustId_1479,Rose,Nguyen,r.nguyen@bestforyouorganics.com,509-555-0140,67,1,165652,68551-0953,2,Married,5413,Associate,61573,Proofreader,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
CustId_1480,Alton,Bozeman,a.bozeman@adatum.com,559-555-0181,33,19,118455,33503,5,Married,2361,Bachelors,247636,Magazine features editor,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CustId_1481,Luella,Hardy,l.hardy@adventure-works.com,429-555-0192,69,34,28722,34732-7255,1,Single,2312,Professional,225404,Engineer & drilling,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1482,Kasey,Francis,k.francis@alpineskihouse.com,682-555-0132,42,9,185947,90304-2814,1,Single,8841,Masters,150804,Printmaker,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1483,Lorie,Garza,l.garza@bellowscollege.com,636-555-0132,24,0,126329,34766-4806,1,Single,1115,Diploma,419027,Optometrist,FALSE,TRUE,FALSE,TRUE,TRUE,
CustId_1484,Wilson,Keyser,w.keyser@bestforyouorganics.com,411-555-0130,24,20,22009,84705,5,Married,4282,Professional,526170,Licensed conveyancer,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1485,Gene,Strom,g.strom@fabrikam.com,618-555-0137,36,16,81654,40186,4,Married,3828,Associate,524987,Glass blower/designer,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_1486,Keith,Ledet,k.ledet@fourthcoffee.com,624-555-0110,38,32,129348,42939-6186,1,Single,48,Bachelors,325906,Engineer & water,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1487,Joel,Novotny,j.novotny@lamnahealtcare.com,513-555-0130,49,18,87812,78579,4,Married,7763,Doctrate,242669,Telecommunications researcher,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_1488,Rudolph,Barringer,r.barringer@margiestravel.com,679-555-0113,20,7,59776,62933-9831,3,Married,8096,Masters,98965,Lobbyist,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1489,Devon,Segal,d.segal@nodpublishers.com,783-555-0170,68,8,143625,34419,1,Single,4324,Bachelors,336283,Horticultural therapist,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_1490,Elsie,Ellison,e.ellison@proseware.com,722-555-0205,66,1,147253,37408-3207,1,Single,5276,Masters,447891,Land,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1491,Dora,Patterson,d.patterson@relecloud.com,420-555-0149,22,31,84590,14218-3997,1,Single,3768,Bachelors,425763,Copy,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1492,Tracey,Perez,t.perez@tailspintoys.com,791-555-0189,44,16,152466,56831,1,Single,5327,High School,688504,Corporate treasurer,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1493,Mona,Madden,m.madden@vanarsdelltd.com,441-555-0125,45,16,151468,88243,3,Married,1670,Associate,554783,Scientist & forensic,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_1494,Murray,Pettway,m.pettway@wingtiptoys.com,625-555-0151,28,0,39658,01619-6653,4,Married,7075,Masters,198307,Programmer & applications,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1495,Lorrie,Franklin,l.franklin@adatum.com,668-555-0184,66,17,134153,67933-3163,1,Single,7636,Masters,251370,Administrator & arts,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_1496,Dustin,Liddell,d.liddell@adventure-works.com,681-555-0201,54,16,136268,05408-0715,1,Single,3497,Professional,535610,IT technical support officer,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_1497,Courtney,McKee,c.mckee@alpineskihouse.com,641-555-0161,62,2,79677,39554,5,Married,691,Associate,537733,Illustrator,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_1498,Cathryn,Pickett,c.pickett@bellowscollege.com,744-555-0160,42,4,126795,59942,1,Single,4423,Diploma,400789,Contracting civil engineer,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1499,Wilson,Conger,w.conger@bestforyouorganics.com,545-555-0163,66,6,111883,32719-1778,2,Married,4173,High School,586022,Contracting civil engineer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CustId_1500,Sandra,Gay,s.gay@fabrikam.com,664-555-0135,23,17,72961,94510,5,Married,7348,Professional,135169,Chief Marketing Officer,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1501,Orville,Leake,o.leake@fourthcoffee.com,738-555-0114,64,15,145944,20861,1,Single,2745,Masters,397525,Lexicographer,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_1502,Brigitte,Hobbs,b.hobbs@lamnahealtcare.com,530-555-0112,43,36,52435,18083-0010,1,Single,7029,Professional,674985,Astronomer,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CustId_1503,Beau,Hylton,b.hylton@margiestravel.com,764-555-0184,67,37,84116,61744-3312,1,Single,5988,Professional,525503,Physiological scientist,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1504,Ivy,Beach,i.beach@nodpublishers.com,550-555-0159,44,20,19933,75424,1,Single,1702,Doctrate,226748,Control and instrumentation engineer,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1505,Melva,Sloan,m.sloan@proseware.com,601-555-0134,23,4,155544,07811-5853,4,Married,4044,Diploma,337986,Social researcher,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
CustId_1506,Deloris,Mueller,d.mueller@relecloud.com,400-555-0176,56,9,96406,79077-4818,2,Married,7587,Diploma,247900,Social worker,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1507,Aileen,Aguirre,a.aguirre@tailspintoys.com,661-555-0109,37,38,64368,56682,1,Single,5550,High School,93533,Geophysical data processor,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
CustId_1508,Corinne,Nunez,c.nunez@vanarsdelltd.com,773-555-0176,42,33,154814,54430-0759,1,Single,7435,Masters,22841,Amenity horticulturist,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1509,Katrina,McKinney,k.mckinney@wingtiptoys.com,527-555-0139,62,30,147588,19659,2,Married,7861,Associate,446167,Operational investment banker,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
CustId_1510,Aisha,Newton,a.newton@adatum.com,581-555-0106,41,35,87305,60704,2,Married,8371,Doctrate,323588,Psychologist & occupational,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CustId_1511,Iris,Pope,i.pope@adventure-works.com,536-555-0145,51,24,57380,19953-4680,2,Married,5554,Diploma,541747,Risk manager,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_1512,Antoine,Lauer,a.lauer@alpineskihouse.com,610-555-0175,42,11,187213,68768-6120,4,Married,7334,Associate,79695,Theme park manager,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CustId_1513,Francisco,Worsham,f.worsham@bellowscollege.com,582-555-0134,28,21,187870,79666-5743,5,Married,8969,Diploma,154994,Landscape architect,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1514,Sonja,Arnold,s.arnold@bestforyouorganics.com,700-555-0120,34,20,28140,91675,5,Married,3192,Associate,247152,Paramedic,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_1515,Bennie,Stoker,b.stoker@fabrikam.com,674-555-0144,62,28,168467,10104,2,Married,5760,Masters,267993,Fast food restaurant manager,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_1516,Jesse,Overby,j.overby@fourthcoffee.com,594-555-0151,53,40,27199,52439,4,Married,9175,Doctrate,496205,Manufacturing engineer,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
CustId_1517,Jon,Dortch,j.dortch@lamnahealtcare.com,416-555-0136,29,26,128607,33847-4951,3,Married,6609,Associate,549729,Therapist & art,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1518,Mike,Bui,m.bui@margiestravel.com,563-555-0123,35,18,145069,90197-2238,1,Single,267,Professional,102674,Minerals surveyor,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_1519,Corinne,Myers,c.myers@nodpublishers.com,408-555-0133,69,7,47868,34572,1,Single,5583,Diploma,434344,Immigration officer,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
CustId_1520,Janna,Clements,j.clements@proseware.com,793-555-0118,38,19,46849,77107-5770,5,Married,6515,Doctrate,167757,Contractor,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_1521,Desmond,Benefield,d.benefield@relecloud.com,791-555-0109,65,2,32760,21353-4940,3,Married,8485,Masters,576628,Training and development officer,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1522,Ronda,Morin,r.morin@tailspintoys.com,615-555-0190,27,6,42599,10419-8029,1,Single,8600,High School,397299,Solicitor,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1523,Russell,Guido,r.guido@vanarsdelltd.com,746-555-0160,44,40,85758,20284-0359,1,Single,8068,Diploma,195424,Public relations officer,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_1524,Muriel,Cherry,m.cherry@wingtiptoys.com,686-555-0108,54,0,147484,91531,4,Married,1990,Professional,52152,Chief of Staff,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1525,Terence,Foret,t.foret@adatum.com,561-555-0116,43,30,103394,72154-0816,1,Single,3211,Bachelors,352475,Production assistant & television,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CustId_1526,Jayne,Stuart,j.stuart@adventure-works.com,586-555-0155,65,16,133718,06114-9420,1,Single,2278,Associate,417805,Mudlogger,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1527,Lois,Key,l.key@alpineskihouse.com,627-555-0139,40,5,180906,86601-8048,1,Single,5032,Bachelors,515260,Multimedia specialist,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
